gps_natural_travel,accelerometer_active,pressure_consistency,cell_tower_match,work_history_match,no_active_order,is_fraud
67.26,84.62,97.68,82.91,73.48,0.0,1
77.0,83.33,77.33,72.57,51.3,100.0,0
76.75,100.0,70.28,92.03,11.63,0.0,1
98.24,66.6,76.57,83.4,100.0,90.46,0
85.15,87.22,65.55,84.52,63.94,88.22,0
96.63,73.3,100.0,98.69,98.75,79.41,0
89.05,100.0,75.51,69.77,93.67,100.0,0
78.14,83.77,81.68,60.56,35.86,22.23,1
71.34,96.33,82.45,89.46,45.71,89.12,0
83.03,94.25,100.0,87.27,96.53,71.47,0
3.11,7.73,4.9,8.72,12.02,7.94,1
58.55,84.84,86.95,69.56,20.86,86.17,0
54.57,81.54,92.36,55.93,95.05,84.08,0
100.0,72.95,97.18,81.64,90.22,71.77,0
83.94,82.6,62.31,93.54,34.51,12.45,1
75.01,70.58,85.14,84.54,56.85,92.51,0
51.35,72.25,95.55,74.07,24.25,26.6,1
74.24,91.0,60.38,80.47,81.06,87.04,0
98.69,77.58,100.0,89.63,100.0,100.0,0
14.36,14.73,10.5,14.18,7.91,17.5,1
100.0,65.89,60.11,93.47,97.46,100.0,0
77.2,89.29,67.49,78.61,73.18,89.68,0
66.53,96.73,71.5,66.35,67.54,93.99,0
76.21,69.18,100.0,57.85,10.88,81.55,0
85.63,74.14,66.87,85.7,73.17,89.81,0
100.0,82.42,77.61,67.15,39.65,27.82,1
87.46,100.0,85.37,70.83,84.85,69.42,0
48.15,70.33,79.9,56.27,73.34,76.63,0
63.47,69.77,70.59,70.66,73.08,94.56,0
78.16,87.49,76.61,67.83,86.44,81.89,0
79.72,71.88,71.5,75.15,36.48,10.24,1
92.0,69.59,99.63,65.0,61.25,82.55,0
67.37,100.0,75.69,73.36,93.56,77.79,0
68.29,68.35,80.85,83.27,96.04,94.34,0
100.0,63.98,100.0,86.96,36.7,98.73,0
92.8,60.1,61.62,99.47,31.08,27.47,1
75.52,62.23,79.45,84.73,30.05,73.6,0
100.0,93.19,81.5,90.12,67.39,100.0,0
87.98,79.6,67.72,84.05,72.66,94.4,0
37.17,88.08,82.42,72.45,92.01,88.38,0
100.0,100.0,81.16,92.74,3.81,81.38,0
89.71,79.27,83.58,100.0,0.14,94.3,0
17.54,15.72,14.89,15.33,15.2,12.14,1
71.56,100.0,59.1,62.29,86.15,94.75,0
80.42,85.41,64.76,87.15,58.1,85.62,0
100.0,85.56,80.72,91.86,58.33,87.1,0
99.68,81.81,88.71,76.9,69.43,100.0,0
72.73,72.59,97.78,71.69,72.76,95.76,0
80.89,77.71,77.69,70.14,44.05,0.0,1
71.35,76.09,57.15,84.75,52.93,78.28,0
100.0,95.98,75.5,73.1,94.81,93.04,0
100.0,100.0,85.47,94.28,34.49,75.78,0
94.23,65.67,76.58,85.1,71.75,95.64,0
91.04,80.35,82.59,72.26,97.21,83.79,0
89.23,100.0,76.2,100.0,91.25,84.57,0
100.0,71.88,100.0,91.74,77.0,73.18,0
100.0,70.31,83.28,94.29,58.24,78.0,0
82.68,89.21,67.36,80.88,87.47,99.51,0
91.06,84.12,82.44,87.62,70.01,65.97,0
92.14,76.95,79.64,100.0,41.14,100.0,0
59.78,82.52,76.97,70.33,100.0,99.92,0
60.39,84.34,100.0,76.82,54.02,96.84,0
80.52,100.0,87.98,78.82,57.77,50.29,1
76.31,77.2,80.04,69.02,51.08,79.31,0
84.1,90.28,44.71,62.43,7.2,0.0,1
67.47,73.33,95.06,83.75,100.0,78.12,0
100.0,89.0,93.81,93.63,49.07,100.0,0
100.0,76.86,79.38,91.64,100.0,95.78,0
81.94,95.99,63.89,82.07,50.28,71.82,0
87.25,81.71,84.86,69.83,73.26,98.98,0
100.0,95.08,85.03,100.0,31.71,33.35,1
71.11,71.18,71.66,87.11,95.8,80.86,0
57.78,76.77,90.26,64.61,79.66,36.38,1
69.27,75.78,64.23,65.39,32.0,100.0,0
93.21,90.55,86.77,93.6,94.92,96.42,0
100.0,86.27,90.26,98.93,40.14,84.83,0
72.31,98.11,94.09,68.42,95.28,84.17,0
55.13,75.31,55.65,79.96,83.28,92.24,0
79.83,69.83,100.0,74.0,72.48,92.3,0
13.32,3.78,6.19,13.1,10.27,3.1,1
84.18,72.5,95.02,100.0,96.46,84.04,0
79.4,100.0,88.49,60.87,85.63,73.14,0
97.77,75.61,94.68,82.69,16.84,27.37,1
85.61,100.0,79.32,90.85,73.97,100.0,0
72.99,73.46,83.59,73.95,96.34,92.58,0
85.7,82.69,99.89,81.3,68.62,36.34,1
70.14,71.19,66.34,79.53,34.28,75.49,0
86.59,92.8,95.46,76.31,98.75,71.08,0
83.42,79.19,75.08,88.8,74.0,92.62,0
89.99,77.7,78.95,97.08,67.81,55.23,0
66.1,72.77,92.69,88.71,24.92,20.77,1
80.63,80.98,67.2,71.71,39.36,86.79,0
76.41,82.28,97.53,75.64,92.39,90.95,0
100.0,97.74,74.47,77.52,100.0,78.72,0
68.84,83.75,78.49,63.68,18.63,91.94,0
83.49,74.04,80.83,65.49,34.88,85.15,0
90.47,78.63,93.25,74.68,73.1,100.0,0
89.47,100.0,87.53,63.67,83.97,39.19,1
83.11,88.46,92.54,100.0,82.34,96.31,0
64.73,84.31,84.01,62.46,100.0,100.0,0
74.55,71.4,85.41,78.45,54.66,87.28,0
100.0,89.5,87.48,86.08,87.73,88.63,0
95.9,85.38,85.31,80.12,86.29,95.83,0
66.56,97.53,86.4,83.61,96.04,90.39,0
66.04,77.93,94.78,70.84,90.03,90.59,0
53.41,75.42,81.63,49.46,16.25,100.0,0
86.69,90.44,93.53,94.53,23.87,25.64,1
89.06,99.25,72.88,80.27,31.67,85.52,0
61.45,79.06,76.8,82.15,68.98,79.59,0
62.41,90.31,73.27,60.01,98.0,84.74,0
57.56,100.0,85.73,62.3,57.62,91.02,0
59.38,93.2,96.97,51.19,100.0,89.27,0
82.05,86.0,98.22,79.53,95.07,100.0,0
65.31,100.0,63.42,78.6,88.98,74.5,0
63.73,72.3,79.62,85.53,28.49,70.66,0
100.0,89.96,84.54,69.93,67.31,78.54,0
100.0,83.6,76.14,70.48,79.34,25.61,1
87.4,90.84,59.91,84.23,54.27,77.11,0
72.95,99.01,70.04,68.69,8.8,86.1,0
94.11,84.02,100.0,88.07,72.04,74.76,0
88.0,100.0,72.15,73.29,90.96,89.38,0
94.97,83.7,75.83,93.26,58.65,83.12,0
70.41,87.35,79.28,77.15,91.83,36.46,1
100.0,57.81,75.61,80.86,45.76,89.08,0
92.06,88.43,91.49,89.3,68.38,91.05,0
98.65,88.25,91.27,95.47,91.0,91.74,0
78.85,69.36,100.0,96.02,92.04,82.75,0
56.3,89.93,70.33,66.72,55.44,95.23,0
100.0,73.14,99.24,88.37,67.79,97.2,0
63.4,100.0,85.7,65.99,80.7,64.92,0
60.28,79.83,88.86,80.24,94.96,94.16,0
73.76,95.66,100.0,86.5,83.71,80.55,0
68.39,83.9,100.0,64.28,85.55,96.25,0
90.31,72.38,64.7,82.56,6.25,16.38,1
80.44,100.0,70.94,74.33,92.58,80.66,0
81.93,67.64,70.06,81.59,87.7,79.94,0
73.8,100.0,81.59,86.15,85.77,90.19,0
62.68,86.69,67.73,70.03,39.09,29.82,1
99.63,86.94,87.14,76.86,73.58,82.23,0
100.0,98.28,69.16,75.64,87.69,81.12,0
91.31,89.53,72.8,77.25,88.96,1.56,1
74.93,74.59,87.96,77.64,73.45,89.99,0
100.0,90.25,82.25,86.88,14.31,93.19,0
75.33,92.76,92.24,78.46,13.7,88.06,0
5.07,15.23,6.92,12.72,2.1,9.34,1
96.54,69.38,88.45,85.83,18.56,20.66,1
67.7,69.24,62.78,82.56,66.68,95.05,0
100.0,98.93,94.16,97.67,43.18,83.73,0
92.33,97.09,100.0,79.46,96.54,88.2,0
78.45,84.1,62.87,78.02,100.0,87.58,0
5.86,2.95,11.31,12.73,12.85,9.12,1
100.0,97.06,79.29,100.0,88.07,71.17,0
71.64,72.78,81.48,80.89,48.98,72.83,0
94.76,99.09,85.07,67.37,55.75,79.87,0
98.9,100.0,89.29,93.38,43.7,94.73,0
99.52,83.05,88.12,88.05,62.03,100.0,0
76.57,97.46,73.77,73.7,51.69,94.49,0
53.28,79.76,87.47,77.91,55.15,85.13,0
81.23,87.13,85.5,77.53,75.6,62.12,0
92.75,99.08,95.22,100.0,97.9,92.72,0
61.86,92.91,87.72,61.45,75.81,89.98,0
71.76,94.31,99.99,92.49,70.4,86.85,0
70.33,89.56,87.37,77.01,65.73,78.8,0
98.1,84.31,68.91,82.97,66.64,100.0,0
77.67,81.15,69.13,83.24,13.17,93.92,0
62.77,71.73,98.91,69.84,32.71,0.0,1
84.49,100.0,100.0,70.38,76.87,95.06,0
83.09,76.31,76.55,84.78,94.13,100.0,0
100.0,72.16,80.35,86.36,94.45,73.8,0
100.0,75.9,59.9,100.0,91.53,93.05,0
77.49,74.56,100.0,68.13,68.77,67.57,0
73.75,95.37,69.68,64.92,84.5,75.29,0
100.0,80.26,83.34,91.67,100.0,81.32,0
97.28,96.68,69.44,78.18,100.0,0.0,1
52.38,99.57,100.0,69.85,100.0,81.46,0
92.3,82.95,77.7,84.09,85.96,100.0,0
71.31,60.34,90.0,88.39,89.61,100.0,0
82.5,80.27,85.43,78.82,92.9,80.12,0
71.11,98.53,81.0,70.53,68.4,96.36,0
79.72,83.09,84.85,92.62,88.72,87.99,0
77.85,67.2,91.27,99.64,88.43,69.18,0
80.96,62.23,76.9,88.43,83.23,84.37,0
69.66,81.25,95.99,81.98,80.11,100.0,0
73.94,90.3,98.05,67.03,21.46,100.0,0
90.99,88.54,58.48,93.24,75.65,70.12,0
70.93,89.03,65.98,90.23,71.08,25.86,1
98.15,90.14,70.77,95.13,70.5,86.77,0
85.73,100.0,47.83,81.85,62.78,99.82,0
71.24,94.27,64.79,84.53,74.02,36.31,1
99.13,75.1,92.53,83.64,43.47,100.0,0
86.4,66.56,73.7,78.98,90.19,16.43,1
77.7,97.4,73.6,81.29,78.21,74.51,0
65.4,96.52,96.35,65.73,85.52,87.05,0
95.28,79.53,100.0,75.07,78.6,100.0,0
73.03,94.91,62.04,83.46,77.88,94.87,0
99.53,93.25,92.91,96.77,91.18,93.09,0
96.88,83.49,72.2,72.42,52.16,80.96,0
85.62,78.96,94.71,76.06,64.04,11.61,1
64.63,87.84,100.0,61.7,87.32,77.69,0
100.0,73.85,70.53,87.25,69.87,94.65,0
79.36,74.46,74.39,79.93,18.19,3.72,1
80.91,61.73,77.21,90.39,100.0,78.3,0
88.17,97.81,87.74,74.6,50.67,100.0,0
100.0,76.03,60.12,88.98,97.36,81.93,0
95.17,76.53,100.0,87.73,29.37,94.06,0
100.0,98.29,86.86,87.56,84.07,79.97,0
96.07,69.6,82.34,97.25,96.74,97.73,0
89.37,63.01,100.0,84.02,87.44,90.27,0
96.33,89.51,73.32,100.0,89.49,85.61,0
82.59,80.01,70.98,72.26,36.81,90.67,0
73.99,77.63,72.45,71.98,72.67,100.0,0
57.69,89.06,93.29,57.13,29.46,72.65,0
59.41,100.0,75.71,83.74,96.87,72.85,0
91.76,65.95,95.03,85.34,61.53,95.31,0
84.3,85.13,88.67,96.87,42.74,79.83,0
87.34,58.41,82.38,100.0,75.61,85.44,0
71.39,90.02,70.98,70.33,66.74,100.0,0
80.4,96.46,68.77,78.12,73.52,82.22,0
83.47,68.55,86.59,82.58,96.47,84.06,0
84.13,71.2,60.09,71.35,91.17,100.0,0
71.34,71.62,88.56,89.5,80.52,84.87,0
53.19,78.41,67.84,74.67,91.92,75.47,0
89.5,84.4,75.22,94.09,62.32,72.46,0
97.63,82.19,72.87,90.84,81.66,79.94,0
73.54,80.46,83.8,70.31,81.87,74.74,0
100.0,78.23,83.28,95.67,63.4,93.37,0
74.77,81.98,100.0,82.03,96.3,73.06,0
90.09,81.33,77.14,91.15,87.94,79.88,0
69.32,77.83,100.0,72.17,100.0,84.86,0
83.95,75.9,76.43,73.21,21.01,87.77,0
58.29,93.26,77.08,64.96,89.09,36.53,1
100.0,100.0,74.59,73.11,77.58,86.04,0
72.92,92.47,66.69,75.12,97.52,93.83,0
94.06,66.66,70.97,82.81,43.27,92.17,0
91.48,69.48,77.76,86.27,52.05,22.34,1
89.23,89.96,100.0,100.0,74.8,63.98,0
84.04,100.0,87.04,67.61,89.72,100.0,0
92.74,95.31,79.37,98.3,78.31,96.76,0
94.42,66.72,80.36,84.3,49.93,82.01,0
96.64,77.0,82.47,92.48,100.0,66.53,0
72.42,91.38,90.62,71.39,41.11,80.92,0
69.32,90.29,65.76,87.18,90.5,81.82,0
55.34,93.29,86.98,66.75,76.24,100.0,0
75.37,63.61,83.25,72.04,20.98,13.58,1
80.57,100.0,69.27,96.88,90.8,83.93,0
72.9,89.61,73.51,75.17,59.55,100.0,0
98.19,95.52,69.07,85.19,79.03,100.0,0
87.59,76.55,90.61,91.6,66.75,99.14,0
71.61,75.24,68.66,76.36,76.31,96.39,0
91.45,98.96,69.67,80.3,63.54,90.8,0
83.7,78.23,78.96,69.52,75.58,73.06,0
95.56,68.99,74.85,81.36,82.76,94.37,0
95.88,76.66,68.15,95.04,70.44,86.37,0
77.02,76.8,90.46,78.78,48.95,91.07,0
70.12,80.23,92.59,88.83,100.0,87.27,0
70.51,71.05,83.64,69.28,38.76,28.19,1
87.07,79.28,79.66,76.08,90.64,73.2,0
94.04,77.95,73.32,94.97,72.47,80.77,0
94.39,77.89,56.0,100.0,91.42,77.09,0
85.25,100.0,52.6,90.46,96.89,92.86,0
77.81,100.0,60.67,96.32,51.18,10.06,1
70.96,92.27,84.06,88.24,79.41,80.49,0
54.66,90.51,94.67,69.47,100.0,78.47,0
89.84,62.51,61.44,89.1,12.06,41.17,1
61.3,76.33,99.46,63.42,3.09,100.0,0
95.23,94.48,74.15,69.13,58.46,96.27,0
84.32,76.96,81.74,72.32,38.42,5.39,1
80.91,76.08,86.55,78.97,99.18,87.84,0
92.83,69.02,74.39,86.64,92.87,94.99,0
77.3,74.0,62.94,93.97,66.81,100.0,0
87.46,69.01,91.62,64.85,74.4,80.02,0
70.61,86.03,100.0,85.01,100.0,84.85,0
82.77,84.8,87.93,85.89,68.98,87.25,0
86.26,59.74,100.0,76.72,14.57,26.42,1
63.65,81.0,66.88,69.84,16.6,78.61,0
59.02,69.7,71.65,56.05,83.41,83.14,0
64.27,86.43,84.39,72.1,87.12,100.0,0
77.19,85.19,87.64,79.15,14.2,10.56,1
92.85,82.43,100.0,77.74,71.96,83.78,0
75.81,77.5,73.47,70.66,60.76,90.73,0
75.29,90.6,100.0,69.46,48.71,100.0,0
84.14,74.29,78.6,78.43,100.0,79.35,0
86.28,72.56,88.76,100.0,79.88,97.9,0
90.44,100.0,67.17,88.41,20.89,91.15,0
65.35,94.32,60.67,99.04,68.02,100.0,0
80.9,73.09,82.52,78.89,83.3,88.98,0
89.21,77.83,87.04,97.83,33.24,80.02,0
100.0,80.83,85.62,83.11,58.46,78.7,0
97.52,75.98,84.88,92.26,69.96,96.39,0
82.36,100.0,80.49,88.51,98.63,78.38,0
73.03,74.67,53.2,74.94,82.2,80.95,0
100.0,88.13,77.87,88.31,76.81,69.07,0
62.87,77.71,68.13,67.07,80.34,78.07,0
60.13,81.62,63.12,42.9,100.0,10.69,1
59.17,90.86,83.29,64.66,79.46,84.54,0
90.69,84.57,91.43,98.61,50.7,100.0,0
100.0,83.05,75.83,84.01,46.17,100.0,0
15.71,10.74,16.13,8.38,7.05,7.89,1
75.17,90.13,74.18,78.9,20.42,18.06,1
62.05,94.16,83.15,73.93,70.77,98.09,0
55.87,64.63,72.79,75.16,87.41,75.67,0
84.36,86.14,80.19,89.27,76.11,100.0,0
88.98,72.56,75.3,77.01,76.44,72.41,0
80.64,77.75,100.0,99.8,67.63,70.81,0
58.85,79.63,88.69,82.18,62.97,100.0,0
96.56,96.48,59.84,97.47,44.63,88.47,0
81.56,62.05,100.0,95.6,83.75,77.09,0
69.96,75.25,61.51,61.65,55.48,91.48,0
100.0,80.41,70.94,95.59,64.92,49.44,1
98.4,90.56,95.27,92.33,94.95,99.79,0
76.27,88.75,64.85,76.16,91.74,0.0,1
74.42,61.6,88.82,72.14,76.51,75.91,0
88.84,100.0,89.52,62.85,35.82,85.39,0
68.87,84.92,57.43,80.18,81.51,73.5,0
74.04,100.0,90.66,66.88,81.64,68.34,0
85.93,89.42,71.12,80.23,39.38,72.22,0
86.85,85.11,64.21,75.25,57.75,82.45,0
95.72,77.8,78.99,81.62,40.09,83.15,0
98.29,73.81,64.36,96.89,15.64,84.16,0
71.24,97.62,97.13,77.04,78.64,92.46,0
78.4,75.75,98.64,70.77,79.69,72.89,0
81.16,100.0,87.67,92.48,99.55,80.73,0
72.79,95.92,100.0,62.67,93.91,94.31,0
72.41,89.12,66.62,82.13,68.22,77.62,0
82.01,81.82,86.91,66.86,54.15,94.17,0
96.35,93.5,90.62,85.15,89.75,80.09,0
67.32,84.47,64.09,77.3,59.52,84.54,0
82.69,78.68,84.07,91.32,84.63,92.29,0
89.0,61.34,67.87,77.83,89.92,100.0,0
76.14,95.96,90.56,69.0,36.4,92.84,0
90.91,75.11,70.8,94.6,71.91,74.98,0
77.07,100.0,64.56,86.26,70.64,87.93,0
92.7,75.28,95.87,71.61,91.97,97.73,0
74.97,80.73,83.13,59.51,69.96,94.11,0
84.02,72.73,95.24,77.49,14.35,12.08,1
78.72,100.0,100.0,93.51,57.56,97.45,0
71.7,80.85,100.0,70.97,97.02,59.14,0
65.45,85.27,89.63,86.36,9.62,93.92,0
82.19,90.65,83.08,90.0,77.72,88.77,0
67.6,100.0,80.72,69.99,87.31,87.86,0
98.19,94.25,89.89,86.65,92.25,93.61,0
74.51,100.0,78.01,72.95,68.03,83.25,0
98.06,86.67,92.67,97.84,95.36,81.55,0
95.14,70.73,99.25,82.23,56.17,81.37,0
98.34,88.86,100.0,100.0,27.68,100.0,0
54.34,94.01,73.04,64.19,76.83,77.45,0
60.63,88.06,73.92,91.89,74.81,95.28,0
97.93,94.74,67.83,70.3,43.77,97.91,0
65.44,63.34,82.77,85.66,83.41,80.62,0
100.0,69.77,100.0,90.59,67.61,90.54,0
85.29,78.27,73.61,69.9,20.26,100.0,0
88.83,98.91,78.46,82.74,100.0,63.46,0
82.96,76.55,92.67,85.41,79.81,92.4,0
65.84,93.61,91.25,82.3,68.85,38.57,1
77.1,91.2,92.93,68.21,65.9,97.57,0
66.07,89.93,74.59,70.7,96.57,97.77,0
83.19,77.96,85.42,86.47,92.89,90.05,0
77.62,100.0,82.95,63.65,18.52,33.29,1
94.29,80.44,97.66,78.13,100.0,100.0,0
88.41,89.07,69.86,77.05,91.77,79.63,0
80.91,73.13,70.62,89.58,57.07,99.32,0
68.57,83.66,97.3,71.57,53.45,88.13,0
70.07,99.41,100.0,69.44,80.19,85.54,0
81.18,69.54,99.06,76.3,80.59,100.0,0
99.67,64.54,85.43,94.15,19.76,89.4,0
88.11,81.43,79.08,76.22,88.88,98.91,0
60.38,90.93,84.69,72.55,73.8,12.77,1
81.49,80.83,100.0,80.92,61.53,0.64,1
71.09,100.0,97.54,69.97,61.91,100.0,0
95.55,96.54,69.38,77.61,89.72,91.36,0
58.3,74.41,100.0,73.26,100.0,73.57,0
62.86,84.81,94.52,67.24,20.34,8.49,1
62.76,92.71,65.59,72.28,54.02,64.45,0
96.15,100.0,67.54,90.98,67.6,64.18,0
70.88,75.62,69.71,79.11,67.04,96.15,0
90.99,80.39,100.0,100.0,75.09,69.92,0
72.22,83.85,61.33,59.66,21.99,87.79,0
79.68,100.0,95.14,73.62,100.0,89.32,0
58.28,88.63,91.61,70.71,72.81,81.55,0
90.32,85.71,88.59,64.87,44.0,93.32,0
87.12,81.65,80.24,98.48,17.98,91.13,0
62.93,77.63,62.97,90.56,66.19,100.0,0
95.66,88.12,87.19,97.14,22.17,23.04,1
69.16,88.51,72.15,79.56,89.59,88.6,0
81.79,87.18,62.36,72.37,9.97,89.12,0
80.52,80.53,99.22,67.92,87.3,97.54,0
71.25,79.55,92.62,76.68,89.33,88.05,0
66.19,93.45,100.0,83.74,93.23,92.42,0
75.1,71.65,94.69,71.18,87.73,87.95,0
58.64,85.83,78.14,76.52,78.66,24.53,1
81.01,76.44,100.0,72.04,55.09,90.62,0
100.0,93.09,94.99,96.91,87.79,95.46,0
71.7,100.0,75.47,89.68,70.02,96.82,0
11.17,0.0,0.0,2.06,11.56,5.23,1
88.16,90.83,76.74,88.69,19.99,13.61,1
74.58,82.54,85.98,87.04,48.56,92.44,0
78.92,72.59,91.27,92.92,68.47,96.77,0
64.41,83.09,80.35,79.52,100.0,6.92,1
57.03,70.32,77.29,75.76,78.54,60.66,0
88.53,99.91,95.82,96.65,94.63,96.97,0
97.62,91.0,74.06,87.14,77.78,70.87,0
58.56,80.51,90.93,60.72,81.08,30.33,1
83.2,87.77,72.59,81.38,58.47,81.93,0
95.22,99.48,75.63,70.64,96.84,90.71,0
70.75,71.98,100.0,86.42,74.18,64.51,0
69.35,79.93,95.01,83.61,81.48,100.0,0
7.86,10.3,6.15,3.84,5.25,9.39,1
96.29,84.03,86.22,94.15,76.01,82.52,0
100.0,100.0,58.82,79.72,84.33,92.25,0
71.72,63.21,75.27,66.6,28.22,92.7,0
71.08,92.2,93.0,93.29,80.64,86.91,0
72.48,86.24,79.1,78.76,100.0,76.13,0
46.26,87.37,69.26,58.65,80.02,100.0,0
83.95,71.84,89.75,95.69,71.79,89.22,0
88.85,90.65,77.09,96.35,44.99,89.46,0
56.77,81.29,92.57,78.42,70.57,91.1,0
90.61,83.19,62.2,95.39,12.55,100.0,0
65.88,91.32,100.0,67.78,87.86,100.0,0
80.66,85.67,76.92,80.33,13.06,7.08,1
78.89,72.95,100.0,93.53,98.0,100.0,0
100.0,84.64,100.0,99.85,100.0,73.81,0
65.56,90.48,83.31,70.38,76.62,88.43,0
52.05,72.21,91.73,56.21,63.81,68.03,0
86.84,78.05,63.58,77.54,48.71,71.41,0
96.58,84.55,81.12,68.3,100.0,0.0,1
76.73,84.63,75.46,72.12,44.72,68.45,0
90.55,83.53,100.0,100.0,58.77,42.94,1
66.93,77.57,85.7,79.29,87.64,69.86,0
62.28,92.58,83.74,60.64,87.17,96.38,0
97.24,93.28,95.2,93.22,94.76,90.44,0
82.53,87.12,74.36,84.29,95.89,92.12,0
63.5,87.88,100.0,65.77,60.01,84.88,0
82.93,74.87,86.63,85.4,81.44,95.45,0
97.6,93.53,92.88,93.58,0.0,71.58,0
81.99,84.25,83.99,88.74,64.21,85.45,0
100.0,100.0,60.07,90.01,69.7,89.46,0
65.39,81.02,69.74,73.6,83.63,73.59,0
11.42,9.37,16.36,15.29,14.33,17.94,1
84.41,99.55,98.26,74.65,14.14,37.18,1
82.98,86.19,78.0,99.17,76.95,87.81,0
88.88,100.0,84.34,100.0,92.9,100.0,0
11.77,16.7,3.82,4.87,8.22,12.33,1
93.92,67.69,67.9,84.73,0.0,8.91,1
73.89,100.0,63.85,78.25,100.0,85.47,0
70.82,95.51,64.27,74.16,92.13,98.14,0
100.0,90.01,98.71,92.4,37.13,80.89,0
83.56,81.44,98.31,92.55,76.2,83.16,0
82.3,72.76,94.03,98.94,79.2,100.0,0
65.76,91.77,75.95,80.24,75.88,94.15,0
52.23,88.04,84.05,62.1,4.01,9.97,1
68.0,89.33,94.16,82.54,66.1,73.14,0
96.15,73.69,91.78,81.69,82.89,100.0,0
75.4,80.41,97.63,73.07,50.56,88.32,0
79.97,81.67,99.71,90.67,86.59,95.73,0
59.07,96.81,100.0,75.36,27.93,74.3,0
85.04,100.0,73.49,87.02,100.0,61.03,0
62.55,72.77,77.96,93.22,100.0,96.55,0
100.0,81.2,75.45,88.3,84.32,79.68,0
62.22,88.57,93.21,56.55,51.41,79.93,0
69.15,94.69,76.41,82.1,45.36,88.44,0
100.0,97.61,64.74,100.0,81.77,81.16,0
100.0,72.52,100.0,84.03,77.82,79.96,0
71.76,78.86,97.31,74.46,90.4,100.0,0
72.1,85.95,100.0,86.9,87.19,96.91,0
97.84,68.94,63.77,83.04,86.2,72.07,0
83.45,93.98,69.09,90.57,83.34,100.0,0
13.54,6.45,8.0,13.49,11.45,16.57,1
83.45,100.0,71.59,83.94,85.74,38.57,1
94.9,100.0,97.71,93.65,34.34,89.19,0
92.56,71.84,82.74,93.71,25.24,76.32,0
90.92,100.0,89.76,100.0,88.85,29.21,1
80.04,76.35,66.25,80.33,87.33,87.87,0
76.55,80.24,98.18,67.72,83.61,0.0,1
41.67,82.96,100.0,74.95,100.0,63.1,0
74.38,82.04,80.11,78.75,78.76,11.25,1
65.81,73.14,90.67,60.27,77.47,86.69,0
94.85,82.45,92.41,89.26,20.31,9.85,1
50.07,79.79,67.36,77.45,42.89,97.01,0
99.63,96.66,100.0,100.0,91.02,90.44,0
69.3,67.03,59.0,90.12,69.4,18.08,1
93.63,77.93,93.8,84.0,33.4,88.73,0
62.34,88.06,76.82,65.22,85.97,79.56,0
69.31,75.06,85.52,90.97,67.05,88.92,0
95.9,83.84,67.41,74.58,90.44,88.59,0
100.0,91.55,100.0,86.5,73.94,77.24,0
88.65,83.44,95.8,83.14,70.28,90.9,0
65.81,100.0,56.29,67.43,2.31,29.43,1
97.96,94.77,79.22,85.57,61.01,100.0,0
80.99,84.85,98.06,100.0,72.19,81.46,0
100.0,63.01,80.27,96.8,51.35,96.23,0
59.31,79.04,75.0,73.11,90.66,82.08,0
70.04,96.01,68.77,69.85,80.51,76.9,0
77.68,79.47,80.31,76.36,77.33,94.11,0
72.66,95.26,64.8,89.85,84.95,66.74,0
99.56,84.22,78.1,90.32,44.84,33.57,1
90.61,86.97,98.46,83.67,86.46,86.08,0
93.42,100.0,73.99,67.48,100.0,81.61,0
68.61,88.92,86.03,89.44,56.22,91.6,0
74.06,78.0,89.21,59.37,23.31,5.49,1
68.02,100.0,85.74,69.39,19.59,96.64,0
73.3,91.44,94.96,85.61,0.0,0.0,1
81.16,59.62,74.33,79.66,68.68,63.99,0
67.98,81.17,81.57,86.43,90.67,2.1,1
79.3,100.0,74.2,62.85,100.0,71.99,0
96.47,99.41,78.75,80.17,95.07,100.0,0
100.0,88.49,63.08,93.7,81.05,78.31,0
68.06,86.89,100.0,76.38,83.71,91.08,0
87.25,71.36,92.71,58.86,82.86,1.57,1
98.35,66.28,81.19,98.95,66.11,59.47,0
97.54,80.13,100.0,81.18,78.46,81.69,0
100.0,83.31,84.5,92.84,62.08,100.0,0
82.43,89.1,80.05,65.89,52.58,73.45,0
79.09,100.0,77.32,73.23,64.79,98.58,0
64.08,79.46,93.28,79.94,11.2,77.77,0
70.61,97.54,98.5,75.3,90.0,37.05,1
66.12,93.06,92.96,64.29,2.65,92.76,0
98.71,74.04,91.3,100.0,84.19,68.56,0
79.73,81.58,83.31,77.81,15.18,77.09,0
88.22,81.77,85.81,84.57,75.26,89.64,0
78.81,81.75,100.0,84.82,63.24,100.0,0
77.71,84.16,100.0,80.73,68.49,94.15,0
98.9,92.65,83.3,78.15,75.11,95.92,0
73.36,95.6,69.65,76.4,78.2,81.02,0
56.2,79.71,86.94,65.85,91.62,76.68,0
91.89,70.64,70.75,94.95,60.52,79.38,0
92.96,96.4,76.74,81.77,95.3,82.35,0
66.4,85.39,87.69,66.72,47.08,18.32,1
73.59,100.0,82.16,73.32,85.98,82.04,0
91.44,79.24,100.0,81.33,94.82,77.05,0
64.93,79.87,100.0,77.34,77.85,75.49,0
73.17,100.0,84.2,64.3,88.57,94.33,0
69.02,76.83,79.75,87.23,64.11,93.03,0
100.0,92.32,79.15,91.48,74.09,80.31,0
91.12,64.24,65.6,82.21,89.43,68.31,0
79.28,72.82,81.33,76.99,82.98,100.0,0
84.29,90.82,65.78,76.39,71.59,96.94,0
